"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"What is it like to program with artificial intelligence?","https://scispace.com/paper/what-is-it-like-to-program-with-artificial-intelligence-1oynj8zd","2022","Proceedings Article","Annual Workshop of the Psychology of Programming Interest Group","Advait Sarkar
Andrew D. Gordon
Carina Negreanu
Christian Poelitz
Sruti Srinivasa Ragavan
Benjamin G. Zorn","10.48550/arXiv.2208.06213","https://arxiv.org/pdf/2208.06213","… LLM-assisted programming shares some properties of compilation, pair programming, and programming … While these topics each are extensive and important, due to space limitations …","Large language models, such as OpenAI's codex and Deepmind's AlphaCode, can generate code to solve a variety of problems expressed in natural language. This technology has already been commercialised in at least one widely-used programming editor extension: GitHub Copilot. In this paper, we explore how programming with large language models (LLM-assisted programming) is similar to, and differs from, prior conceptualisations of programmer assistance. We draw upon publicly available experience reports of LLM-assisted programming, as well as prior usability and design studies. We find that while LLM-assisted programming shares some properties of compilation, pair programming, and programming via search and reuse, there are fundamental differences both in the technical possibilities as well as the practical experience. Thus, LLM-assisted programming ought to be viewed as a new way of programming with its own distinct properties and challenges. Finally, we draw upon observations from a user study in which non-expert end user programmers use LLM-assisted tools for solving data tasks in spreadsheets. We discuss the issues that might arise, and open research challenges, in applying large language models to end-user programming, particularly with users who have little or no programming expertise."
"Feasibility of AI-Assisted Programming for End-User Development","https://scispace.com/paper/BiuvytyFpNIJ","","","","I Weber","","https://arxiv.org/pdf/2512.05666","… -user coding is a feasible paradigm for end-user development, which may complement or even replace the LCNC model in the future. To explore this, we conducted a case study … of LLM-…",""
"Collaboration between intelligent agents and large language models: A novel approach for enhancing code generation capability","https://scispace.com/paper/collaboration-between-intelligent-agents-and-large-language-12cvgjltneqn","2025","Journal Article","Expert systems with applications","Xingyuan Bai
Shaobin Huang
Chi Wei
Rui Wang","10.1016/j.eswa.2024.126357","","… , using various metrics such as pass@k, logical error rate, code quality score, vulnerable@k, and secure@k to assess coding ability. To further strengthen our evaluation, we compared …",""
"Multitask-based evaluation of open-source llm on software vulnerability","https://scispace.com/paper/multitask-based-evaluation-of-open-source-llm-on-software-549pkvoszy","2024","Journal Article","arXiv.org","Xin Yin
Chao Ni
Shaohua Wang","10.48550/arxiv.2404.02056","https://arxiv.org/pdf/2404.02056","… LLM with the vulnerable codes to explore its performance (Task Description 1). Moreover, we provide LLM … code exists to investigate the performance differences (Task Description 2). …","This paper proposes a pipeline for quantitatively evaluating interactive LLMs using publicly available datasets. We carry out an extensive technical evaluation of LLMs using Big-Vul covering four different common software vulnerability tasks. We evaluate the multitask and multilingual aspects of LLMs based on this dataset. We find that the existing state-of-the-art methods are generally superior to LLMs in software vulnerability detection. Although LLMs improve accuracy when providing context information, they still have limitations in accurately predicting severity ratings for certain CWE types. In addition, LLMs demonstrate some ability to locate vulnerabilities for certain CWE types, but their performance varies among different CWE types. Finally, LLMs show uneven performance in generating CVE descriptions for various CWE types, with limited accuracy in a few-shot setting. Overall, though LLMs perform well in some aspects, they still need improvement in understanding the subtle differences in code vulnerabilities and the ability to describe vulnerabilities to fully realize their potential. Our evaluation pipeline provides valuable insights for further enhancing LLMs' software vulnerability handling capabilities."
"Self-collaboration code generation via chatgpt","https://scispace.com/paper/self-collaboration-code-generation-via-chatgpt-d4mfllet","2023","Journal Article","arXiv.org","Yihong Dong
Xue Jiang
Zhi Jin
Ge Li","10.48550/arXiv.2304.07590","https://dl.acm.org/doi/pdf/10.1145/3672459","… software-development methodology into the framework. Thus, we assemble an elementary team consisting of three LLM … We find that the performance of Iter-improving is usually lower …","Although Large Language Models (LLMs) have demonstrated remarkable code-generation ability, they still struggle with complex tasks. In real-world software development, humans usually tackle complex tasks through collaborative teamwork, a strategy that significantly controls development complexity and enhances software quality. Inspired by this, we present a self-collaboration framework for code generation employing LLMs, exemplified by ChatGPT. Specifically, through role instructions, 1) Multiple LLMs act as distinct ``experts'', each responsible for a specific subtask within a complex task; 2) Specify the way to collaborate and interact, so that different roles form a virtual team to facilitate each other's work, ultimately the virtual team addresses code generation tasks collaboratively without the need for human intervention. To effectively organize and manage this virtual team, we incorporate software-development methodology into the framework. Thus, we assemble an elementary team consisting of three ChatGPT roles (i.e., analyst, coder, and tester) responsible for software development's analysis, coding, and testing stages. We conduct comprehensive experiments on various code-generation benchmarks. Experimental results indicate that self-collaboration code generation relatively improves 29.9%-47.1% Pass@1 compared to direct code generation, achieving state-of-the-art performance and even surpassing GPT-4. Moreover, we showcase that self-collaboration could potentially enable LLMs to efficiently handle complex real-world tasks that are not readily solved by direct code generation, as evidenced in case study."
"Can llm replace stack overflow? a study on robustness and reliability of large language model code generation","https://scispace.com/paper/can-llm-replace-stack-overflow-a-study-on-robustness-and-2jqsu0tczq","2024","Proceedings Article","Proceedings of the ... AAAI Conference on Artificial Intelligence","Zhong Li
Zilong Wang","10.1609/aaai.v38i19.30185","https://ojs.aaai.org/index.php/AAAI/article/view/30185/32103","… , we target creating an evaluation setting that is close to real software development. Thus we … programming languages and is widely used in software development because of its write …","Recently, large language models (LLMs) have shown an extraordinary ability to understand natural language and generate programming code. It has been a common practice for software engineers to consult LLMs when encountering coding questions. Although efforts have been made to avoid syntax errors and align the code with the intended semantics, the reliability, and robustness of the code generation from LLMs have not yet been thoroughly studied. The executable code is not equivalent to reliable and robust code, especially in the context of real-world software development. For example, the misuse of APIs in the generated code could lead to severe problems, such as resource leaks, program crashes, etc. Existing code evaluation benchmarks and datasets focus on crafting small tasks such as programming questions in coding interviews, which, however, deviates from the problem that developers would ask LLM for real-world coding help. To fill the missing piece, in this work, we propose a dataset RobustAPI for evaluating the reliability and robustness of code generated by LLMs. We collect 1208 coding questions from Stack Overflow on 18 representative Java APIs. We summarize the common misuse patterns of these APIs and evaluate them on current popular LLMs. The evaluation results show that even for GPT-4, 62% of the generated code contains API misuses, which would cause unexpected consequences if the code is introduced into real-world software. "
"A survey of large language models for code: Evolution, benchmarking, and future trends","https://scispace.com/paper/a-survey-of-large-language-models-for-code-evolution-271s255nqo","2023","Journal Article","arXiv.org","Zibin Zheng
Kaiwen Ning
Yanlin Wang
Jingwen Zhang
Dewu Zheng
Mingxi Ye
Jiachi Chen","10.48550/arxiv.2311.10372","https://arxiv.org/pdf/2311.10372","… performance of Code LLMs and General LLMs in software … and evaluation of LLMs’ performance in software engineering … also observe that the performance of the same LLM can vary …","General large language models (LLMs), represented by ChatGPT, have demonstrated significant potential in tasks such as code generation in software engineering. This has led to the development of specialized LLMs for software engineering, known as Code LLMs. A considerable portion of Code LLMs is derived from general LLMs through model fine-tuning. As a result, Code LLMs are often updated frequently and their performance can be influenced by the base LLMs. However, there is currently a lack of systematic investigation into Code LLMs and their performance. In this study, we conduct a comprehensive survey and analysis of the types of Code LLMs and their differences in performance compared to general LLMs. We aim to address three questions: (1) What LLMs are specifically designed for software engineering tasks, and what is the relationship between these Code LLMs? (2) Do Code LLMs really outperform general LLMs in software engineering tasks? (3) Which LLMs are more proficient in different software engineering tasks? To answer these questions, we first collect relevant literature and work from five major databases and open-source communities, resulting in 134 works for analysis. Next, we categorize the Code LLMs based on their publishers and examine their relationships with general LLMs and among themselves. Furthermore, we investigate the performance differences between general LLMs and Code LLMs in various software engineering tasks to demonstrate the impact of base models and Code LLMs. Finally, we comprehensively maintained the performance of LLMs across multiple mainstream benchmarks to identify the best-performing LLMs for each software engineering task. Our research not only assists developers of Code LLMs in choosing base models for the development of more advanced LLMs but also provides insights for practitioners to better understand key improvement directions for Code LLMs."
"Can llms replace human evaluators? an empirical study of llm-as-a-judge in software engineering","https://scispace.com/paper/can-llms-replace-human-evaluators-an-empirical-study-of-llm-h5elxajuy9wk","2025","Journal Article","arXiv.org","Ruiqi Wang
Jiyu Guo
Cuiyun Gao
Guodong Fan
Chun Yong Chong
Xin Xia","10.48550/arxiv.2502.06193","https://dl.acm.org/doi/pdf/10.1145/3728963","… Then we perform meta-evaluation of different types of LLM-as-a-judge methods by calculating their score alignment with human scores, to validate whether their judgments match …","Recently, large language models (LLMs) have been deployed to tackle various software engineering (SE) tasks like code generation, significantly advancing the automation of SE tasks. However, assessing the quality of these LLM-generated code and text remains challenging. The commonly used Pass@k metric necessitates extensive unit tests and configured environments, demands a high labor cost, and is not suitable for evaluating LLM-generated text. Conventional metrics like BLEU, which measure only lexical rather than semantic similarity, have also come under scrutiny. In response, a new trend has emerged to employ LLMs for automated evaluation, known as LLM-as-a-judge. These LLM-as-a-judge methods are claimed to better mimic human assessment than conventional metrics without relying on high-quality reference answers. Nevertheless, their exact human alignment in SE tasks remains unexplored. In this paper, we empirically explore LLM-as-a-judge methods for evaluating SE tasks, focusing on their alignment with human judgments. We select seven LLM-as-a-judge methods that utilize general-purpose LLMs, alongside two LLMs specifically fine-tuned for evaluation. After generating and manually scoring LLM responses on three recent SE datasets of code translation, code generation, and code summarization, we then prompt these methods to evaluate each response. Finally, we compare the scores generated by these methods with human evaluation. The results indicate that output-based methods reach the highest Pearson correlation of 81.32 and 68.51 with human scores in code translation and generation, achieving near-human evaluation, noticeably outperforming ChrF++, one of the best conventional metrics, at 34.23 and 64.92. Such output-based methods prompt LLMs to output judgments directly, and exhibit more balanced score distributions that resemble human score patterns. Finally, we provide insights and implications, concluding that current state-of-the-art LLM-as-a-judge methods can potentially replace human evaluations in certain SE tasks."
"Bridging AI and software security: A comparative vulnerability assessment of LLM agent deployment paradigms","https://scispace.com/paper/bridging-ai-and-software-security-a-comparative-m2v39ebryu8p","2025","Journal Article","","Tarek Gasmi
Ramzi Guesmi
Ines Belhadj
Jihene Bennaceur","10.36227/techrxiv.175339471.17113065/v1","https://arxiv.org/pdf/2507.06323","… Large Language Model (LLM) agents face security vulnerabilities spanning AI-specific and traditional software … for cross-domain LLM agent security assessments and provides evidence…",""
"Large language models for code generation: A comprehensive survey of challenges, techniques, evaluation, and applications","https://scispace.com/paper/large-language-models-for-code-generation-a-comprehensive-p37hc470i602","2025","Journal Article","arXiv.org","Nam Huynh
Beiyu Lin","10.48550/arxiv.2503.01245","https://arxiv.org/pdf/2503.01245?","… LLM evaluation metrics are criteria used to quantify the performance of LLM systems in … HumanEval and pass@k have become critical factors in testing LLM coding capabilities to …",""
"Is your code generated by chatgpt really correct? rigorous evaluation of large language models for code generation","https://scispace.com/paper/is-your-code-generated-by-chatgpt-really-correct-rigorous-1lvo40r8","2023","Journal Article","arXiv.org","Jiawei Liu
Chun Xia
Lingming Zhang","10.48550/arXiv.2305.01210","https://proceedings.neurips.cc/paper_files/paper/2023/file/43e9d647ccd3e4b7b5baab53f0368686-Paper-Conference.pdf","… programming benchmarks are inadequate for assessing the actual correctness of LLM-… EvalPlus – an evaluation framework to reveal the real correctness of LLM-synthesized code. …","Program synthesis has been long studied with recent approaches focused on directly using the power of Large Language Models (LLMs) to generate code. Programming benchmarks, with curated synthesis problems and test-cases, are used to measure the performance of various LLMs on code synthesis. However, these test-cases can be limited in both quantity and quality for fully assessing the functional correctness of the generated code. Such limitation in the existing benchmarks begs the following question: In the era of LLMs, is the code generated really correct? To answer this, we propose EvalPlus -- a code synthesis benchmarking framework to rigorously evaluate the functional correctness of LLM-synthesized code. EvalPlus augments a given evaluation dataset with large amounts of test-cases newly produced by an automatic test input generator, powered by both LLM- and mutation-based strategies. While EvalPlus is general, we extend the test-cases of the popular HUMANEVAL benchmark by 81x to build HUMANEVAL+. Our extensive evaluation across 19 popular LLMs (e.g., GPT-4 and ChatGPT) demonstrates that HUMANEVAL+ is able to catch significant amounts of previously undetected wrong code synthesized by LLMs, reducing the pass@k by 13.6-15.3% on average. Our work not only indicates that prior popular code synthesis evaluation results do not accurately reflect the true performance of LLMs for code synthesis, but also opens up a new direction to improve such programming benchmarks through automated testing."
"How to teach programming in the ai era? using llms as a teachable agent for debugging","https://scispace.com/paper/how-to-teach-programming-in-the-ai-era-using-llms-as-a-2w0vtolu18","2024","Journal Article","Lecture Notes in Computer Science","Qianou Ma
Hua Shen
Kenneth R. Koedinger
Sally P. W. Wu","10.1007/978-3-031-64302-6_19","https://arxiv.org/pdf/2310.05292","… evaluation studies and found that HypoCompass saves instructors’ time in material generation and is beneficial to student learning. In our LLM evaluation … Our learning evaluation study …","Large Language Models (LLMs) now excel at generative skills and can create content at impeccable speeds.However, they are imperfect and still make various mistakes.In a Computer Science education context, as these models are widely recognized as ""AI pair programmers,"" it becomes increasingly important to train students on evaluating and debugging the LLM-generated code.In this work, we introduce HypoCompass, a novel system to facilitate deliberate practice on debugging, where human novices play the role of Teaching Assistants and help LLM-powered teachable agents debug code.We enable effective task delegation between students and LLMs in this learning-by-teaching environment: students focus on hypothesizing the cause of code errors, while adjacent skills like code completion are offloaded to LLM-agents.Our evaluations demonstrate that HypoCompass generates high-quality training materials (e.g., bugs and fixes), outperforming human counterparts fourfold in efficiency, and significantly improves student performance on debugging by 12% in the pre-to-post test. "
"Large language model (llm) for software security: Code analysis, malware analysis, reverse engineering","https://scispace.com/paper/large-language-model-llm-for-software-security-code-analysis-8d2pimtjrebw","2025","Journal Article","arXiv.org","Hamed Jelodar
Samita Bai
Parisa Hamedi
Hesamodin Mohammadian
Roozbeh Razavi-Far
Ali A. Ghorbani","10.48550/arxiv.2504.07137","https://arxiv.org/pdf/2504.07137","… Several transformer-based architectures and LLM-driven … This study presents a comprehensive review of LLM-based … , and highlight emerging innovations in LLM-driven cybersecurity. …",""
"Is ai the better programming partner? human-human pair programming vs. human-ai pair programming","https://scispace.com/paper/is-ai-the-better-programming-partner-human-human-pair-1ag7fsr2","2023","Journal Article","arXiv.org","Tongshuang Wu
Kenneth R. Koedinger","10.48550/arXiv.2306.05153","https://arxiv.org/pdf/2306.05153","… context [42], it would be interesting to explore if LLM-based AI could resolve some limitations mentioned in pedagogical and conversational agent works before. Selfreflection and …","The emergence of large-language models (LLMs) that excel at code generation and commercial products such as GitHub's Copilot has sparked interest in human-AI pair programming (referred to as""pAIr programming"") where an AI system collaborates with a human programmer. While traditional pair programming between humans has been extensively studied, it remains uncertain whether its findings can be applied to human-AI pair programming. We compare human-human and human-AI pair programming, exploring their similarities and differences in interaction, measures, benefits, and challenges. We find that the effectiveness of both approaches is mixed in the literature (though the measures used for pAIr programming are not as comprehensive). We summarize moderating factors on the success of human-human pair programming, which provides opportunities for pAIr programming research. For example, mismatched expertise makes pair programming less productive, therefore well-designed AI programming assistants may adapt to differences in expertise levels."
"Large language models for software engineering: Survey and open problems","https://scispace.com/paper/large-language-models-for-software-engineering-survey-and-24nrxchcdb","2023","Journal Article","arXiv.org","Angela Fan
Beliz Gokkaya
Mark Harman
Mitya Lyubarskiy
Shubho Sengupta
Shin Yoo
Jie M. Zhang","10.48550/arxiv.2310.03533","https://arxiv.org/pdf/2310.03533","… (which focuses on the input to the LLM) but also the need for … the scientific evaluation of LLM-based Software Engineering: If … , we survey the literature on the empirical evaluation of LLM-…","This paper provides a survey of the emerging area of Large Language Models (LLMs) for Software Engineering (SE). It also sets out open research challenges for the application of LLMs to technical problems faced by software engineers. LLMs' emergent properties bring novelty and creativity with applications right across the spectrum of Software Engineering activities including coding, design, requirements, repair, refactoring, performance improvement, documentation and analytics. However, these very same emergent properties also pose significant technical challenges; we need techniques that can reliably weed out incorrect solutions, such as hallucinations. Our survey reveals the pivotal role that hybrid techniques (traditional SE plus LLMs) have to play in the development and deployment of reliable, efficient and effective LLM-based SE."
"Survey on evaluation of llm-based agents","https://scispace.com/paper/survey-on-evaluation-of-llm-based-agents-0tf32881fh1c","2025","Journal Article","arXiv.org","Asaf Yehudai
Lilach Eden
Alan Li
Guy Uziel
Yilun Zhao
Roy Bar-Haim
Arman Cohan
Michal Shmueli-Scheuer","10.48550/arxiv.2503.16416","https://arxiv.org/pdf/2503.16416","… We identify two primary motives exhibited in the development of new evaluation methodologies, which we outline in the subsequent discussion. Realistic and Challenging …",""
"DeepSeek-Coder: when the large language model meets programming--the rise of code intelligence","https://scispace.com/paper/jWACIX5YVqUJ","","","","D Guo
Q Zhu
D Yang
Z Xie
K Dong
W Zhang","","https://arxiv.org/pdf/2401.14196","… our experiment are illustrated in Figure 3. While the model demonstrates peak performance … predecessor’s high-level coding performance but also exhibits enhanced natural language …",""
"Security and quality in llm-generated code: A multi-language, multi-model analysis","https://scispace.com/paper/security-and-quality-in-llm-generated-code-a-multi-language-2tpuubc9ui4k","2025","Journal Article","arXiv.org","Mohammed Y. Kharma
Soohyeon Choi
Mohammed Alkhanafseh
David Mohaisen","10.48550/arxiv.2502.01853","https://arxiv.org/pdf/2502.01853","… We evaluate the quality and security of LLM-generated code … unified dataset and a consistent evaluation setup. This enables … analyze LLM-generated code across multiple programming …",""
"Enhancing LLM-based code generation with complexity metrics: A feedback-driven approach","https://scispace.com/paper/enhancing-llm-based-code-generation-with-complexity-metrics-1xjsxs5oa821","2025","Journal Article","arXiv.org","Melika Sepidband
Hamed Taherkhani
Song Wang
Hadi Hemmati","10.48550/arxiv.2505.23953","https://arxiv.org/pdf/2505.23953","… for each dataset and used them as feedback to prompt the LLM to generate new code with … impactful complexity metrics, prompting the LLM to regenerate and alter those metrics in the …",""
"An autonomous multi-agent llm framework for agile software development","https://scispace.com/paper/an-autonomous-multi-agent-llm-framework-for-agile-software-in7vh3gs3uhq","2024","Repository","","Manish sanwal","10.5281/zenodo.14179129","http://eprints.umsida.ac.id/14618/1/ijtsrd70467.pdf","… low to mediumcomplexity software tasks with minimal human intervention. We evaluate the system’s performance across various tasks and provide insights into its limitations and future …","&lt;p&gt;This paper presents a novel approach to simulating the Agile software development process using a multi-agent system based on large language models (LLMs). The system autonomously handles a complete software development pipeline, from user story creation and task planning to code generation, review, and pull request creation. Through collaboration among specialized agents, each performing a distinct role in the Agile lifecycle, the system demonstrates the ability to autonomously complete low to medium-complexity software tasks with minimal human intervention. We evaluate the system&rsquo;s performance across various tasks and provide insights into its limitations and future potential in augmenting real-world software development teams.&lt;/p&gt; "
"An empirical study on the code refactoring capability of large language models","https://scispace.com/paper/an-empirical-study-on-the-code-refactoring-capability-of-45d3phdngzqc","2024","Journal Article","arXiv.org","Jonathan Cordeiro
Shayan Noei
Ying Zou","10.48550/arxiv.2411.02320","https://dl.acm.org/doi/pdf/10.1145/3801158","… We also show that prompt engineering significantly affects LLM performance: chain-of-… best practices for integrating LLMs into the software development process, our study aims to …","Large Language Models (LLMs) have shown potential to enhance software development through automated code generation and refactoring, reducing development time and improving code quality. This study empirically evaluates StarCoder2, an LLM optimized for code generation, in refactoring code across 30 open-source Java projects. We compare StarCoder2's performance against human developers, focusing on (1) code quality improvements, (2) types and effectiveness of refactorings, and (3) enhancements through one-shot and chain-of-thought prompting. Our results indicate that StarCoder2 reduces code smells by 20.1% more than developers, excelling in systematic issues like Long Statement and Magic Number, while developers handle complex, context-dependent issues better. One-shot prompting increases the unit test pass rate by 6.15% and improves code smell reduction by 3.52%. Generating five refactorings per input further increases the pass rate by 28.8%, suggesting that combining one-shot prompting with multiple refactorings optimizes performance. These findings provide insights into StarCoder2's potential and best practices for integrating LLMs into software refactoring, supporting more efficient and effective code improvement in real-world applications."
"AI-powered, but power-hungry? Energy efficiency of LLM-generated code","https://scispace.com/paper/ai-powered-but-power-hungry-energy-efficiency-of-llm-jdh6wovzv5an","2025","Journal Article","arXiv.org","Lola Solovyeva
Sophie Weidmann
Fernando Castor Filho","10.48550/arxiv.2502.02412","https://arxiv.org/pdf/2502.02412","… Studying the performance of LLM-produced programs is … the construction of performance- and energy-critical software, such … performance of LLM-generated code for three programming …",""
"A survey on large language models for software engineering","https://scispace.com/paper/a-survey-on-large-language-models-for-software-engineering-2xlyafsndz","2023","Journal Article","arXiv.org","Quanjun Zhang
Chunrong Fang
Yang Xie
Yaxin Zhang
Yun Yang
Weisong Sun
Shengchen Yu
Zhenyu Chen","10.48550/arxiv.2312.15223","https://link.springer.com/content/pdf/10.1007/s11432-025-4670-0.pdf","… , and possible limitations of LLMs within SE is still not well-studied. In this paper, we provide a systematic survey to summarize the current state-of-the-art research in the LLM-based SE …","Software Engineering (SE) is the systematic design, development, and maintenance of software applications, underpinning the digital infrastructure of our modern mainworld. Very recently, the SE community has seen a rapidly increasing number of techniques employing Large Language Models (LLMs) to automate a broad range of SE tasks. Nevertheless, existing information of the applications, effects, and possible limitations of LLMs within SE is still not well-studied. In this paper, we provide a systematic survey to summarize the current state-of-the-art research in the LLM-based SE community. We summarize 30 representative LLMs of Source Code across three model architectures, 15 pre-training objectives across four categories, and 16 downstream tasks across five categories. We then present a detailed summarization of the recent SE studies for which LLMs are commonly utilized, including 155 studies for 43 specific code-related tasks across four crucial phases within the SE workflow. Besides, we summarize existing attempts to empirically evaluate LLMs in SE, such as benchmarks, empirical studies, and exploration of SE education. We also discuss several critical aspects of optimization and applications of LLMs in SE, such as security attacks, model tuning, and model compression. Finally, we highlight several challenges and potential opportunities on applying LLMs for future SE studies, such as exploring domain LLMs and constructing clean evaluation datasets. Overall, our work can help researchers gain a comprehensive understanding about the achievements of the existing LLM-based SE studies and promote the practical application of these techniques. Our artifacts are publicly available and will continuously updated at the living repository: \url{https://github.com/iSEngLab/AwesomeLLM4SE}."
"Benchmarks and metrics for evaluations of code generation: A critical review","https://scispace.com/paper/benchmarks-and-metrics-for-evaluations-of-code-generation-a-dpaiza4cz4","2024","Preprint","","Donald L. Paul
Hong Zhu
Ian Bayley","10.48550/arxiv.2406.12655","https://arxiv.org/pdf/2406.12655?","… literature on the evaluation of LLM performance, many research … Do the results of performance evaluation truly reflect the … the response of an LLM to a programming task, and according …","With the rapid development of Large Language Models (LLMs), a large number of machine learning models have been developed to assist programming tasks including the generation of program code from natural language input. However, how to evaluate such LLMs for this task is still an open problem despite of the great amount of research efforts that have been made and reported to evaluate and compare them. This paper provides a critical review of the existing work on the testing and evaluation of these tools with a focus on two key aspects: the benchmarks and the metrics used in the evaluations. Based on the review, further research directions are discussed. "
"Cref: An llm-based conversational software repair framework for programming tutors","https://scispace.com/paper/cref-an-llm-based-conversational-software-repair-framework-weytg0ourv","2024","Preprint","","Bin Yang
Hao Tian
Weiguo Pian
Haoran Yu
Haitao Wang
Jacques Klein
Tegawendé F. Bissyandé
Shiqi Jin","10.48550/arxiv.2406.13972","https://dl.acm.org/doi/pdf/10.1145/3650212.3680328","… for realistic evaluation of LLM-based repair approaches. TutorCode includes 1,239 defective C++ programs, to which human tutor guidance, programming problem description, solution …","Program repair techniques offer cost-saving benefits for debugging within software development and programming education scenarios. With the proven effectiveness of Large Language Models (LLMs) in code-related tasks, researchers have explored their potential for program repair. However, it is crucial to recognize that existing repair benchmarks may have influenced LLM training data, potentially causing data leakage. To evaluate LLMs' realistic repair capabilities, (1) we introduce an extensive, non-crawled benchmark, referred to as TutorCode, comprising 1,239 C++ defect codes and associated information such as tutor guidance, solution description, failing test cases, and the corrected code. Our work assesses the repair performance of 12 LLMs on TutorCode, measuring repair correctness (TOP-5 and AVG-5) and patch precision (RPSR). (2) We then provide a comprehensive investigation into which types of extra information can help LLMs improve their performance in repairing defects. Among these types, tutor guidance was found to be the most effective information in enhancing LLM repair capabilities. To fully harness LLMs' conversational capabilities and the benefits of augmented information, (3) we introduce a novel conversational semi-automatic repair framework CREF assisting human tutor. It demonstrates a remarkable AVG-5 improvement of 17.2%-24.6% compared to the baseline, achieving an impressive AVG-5 of 76.6% when utilizing GPT-4. These results highlight the potential for enhancing LLMs' repair capabilities through interactions with tutors and historical conversations involving incorrect responses. The successful application of CREF in a real-world educational setting demonstrates its effectiveness in reducing tutors' workload and improving students' learning experience, while also showcasing its promise for facilitating other software engineering tasks, such as code review. "
"If llm is the wizard, then code is the wand: A survey on how code empowers large language models to serve as intelligent agents","https://scispace.com/paper/if-llm-is-the-wizard-then-code-is-the-wand-a-survey-on-how-481jokxdar","2024","Journal Article","arXiv.org","Ke Yang
Jiateng Liu
John Wu
Chaoqi Yang
Yi Ren Fung
Sha Li
Zixuan Huang
Xu Cao
Xingyao Wang
Yiquan Wang
Heng Ji
Chengxiang Zhai","10.48550/arxiv.2401.00812","https://arxiv.org/pdf/2401.00812","… case study in A.1), code is more structured, featuring logical, step-by-step executable processes derived from procedural programming, … into LLM training i) enhances their programming …","The prominent large language models (LLMs) of today differ from past language models not only in size, but also in the fact that they are trained on a combination of natural language and formal language (code). As a medium between humans and computers, code translates high-level goals into executable steps, featuring standard syntax, logical consistency, abstraction, and modularity. In this survey, we present an overview of the various benefits of integrating code into LLMs' training data. Specifically, beyond enhancing LLMs in code generation, we observe that these unique properties of code help (i) unlock the reasoning ability of LLMs, enabling their applications to a range of more complex natural language tasks; (ii) steer LLMs to produce structured and precise intermediate steps, which can then be connected to external execution ends through function calls; and (iii) take advantage of code compilation and execution environment, which also provides diverse feedback for model improvement. In addition, we trace how these profound capabilities of LLMs, brought by code, have led to their emergence as intelligent agents (IAs) in situations where the ability to understand instructions, decompose goals, plan and execute actions, and refine from feedback are crucial to their success on downstream tasks. Finally, we present several key challenges and future directions of empowering LLMs with code."
"Generating and reviewing programming codes with large language models: A systematic mapping study","https://scispace.com/paper/generating-and-reviewing-programming-codes-with-large-1lsyvq7nm1","2024","Journal Article","","Beatriz Ventorini Lins de Albuquerque
Antonio Fernando Souza da Cunha
Leonardo Souza
Sean W. M. Siqueira
Rodrigo Pereira dos Santos","10.1145/3658271.3658342","https://dl.acm.org/doi/pdf/10.1145/3658271.3658342","… in adopting LLM in software development demands an … lenges linked to LLM utilization in programming code processes… , and LLM technology attributes to discern performance impacts …","Context: The proliferation of technologies based on Large Language Models (LLM) is reshaping various domains, also impacting on programming code creation and review. Problem: The decision-making process in adopting LLM in software development demands an understanding of associated challenges and diverse application possibilities. Solution: This study addresses the identified challenges linked to LLM utilization in programming code processes. It explores models, utilization strategies, challenges, and coping mechanisms, focusing on the perspectives of researchers in software development. IS Theory: Drawing on Task-Technology Fit (TTF) theory, the research examines the alignment between task characteristics in code generation and review, and LLM technology attributes to discern performance impacts and utilization patterns. Method: Employing the Systematic Mapping of the Literature method, the research analyzes 19 selected studies from digital databases—IEEE Digital Library, Compendex Engineering Village, and Scopus—out of 1,257 retrieved results. Summary of Results: The research reveals 23 models, 13 utilization strategies, 15 challenges, and 14 coping mechanisms associated with LLM in programming code processes, offering a comprehensive understanding of the application landscape. Contributions to IS: Contributing to the Information Systems (IS) field, This study provides valuable insights into the utilization of LLM in programming code generation and review. The identified models, strategies, challenges, and coping mechanisms offer practical guidance for decision-making processes related to LLM technology adoption. The research aims to support the IS community in effectively navigating the complexities of integrating large language models into the dynamic software development lifecycle."
"Evaluation metrics in LLM code generation","https://scispace.com/paper/evaluation-metrics-in-llm-code-generation-6g0c5o9mtdqi","2024","Journal Article","Lecture Notes in Computer Science","Kai Hartung
Sambit Mallick
Sören Gröttrup
Munir Georges","10.1007/978-3-031-70563-2_17","","… to reference-independent metrics. As examples of those, we explore the use of static code analysis metrics like maintainability, cyclomatic complexity and adherence to coding styles on …",""
