"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Navigating software development in the ChatGPT and GitHub Copilot era","https://scispace.com/paper/navigating-software-development-in-the-chatgpt-and-github-4q0js2e96v","2024","Journal Article","Business Horizons","Stephen L. France","10.1016/j.bushor.2024.05.009","","Generative AI (artificial intelligence) technologies using LLMs (large language models), such as ChatGPT and GitHub Copilot, with the ability to create code, have the potential to change the software development landscape. Will this process be incremental, with software developers learning generative AI skills to supplement their existing skills, or will the process be more destructive, with the loss of large numbers of development jobs and a radical change in the responsibilities of the remaining developers? Given the rapid growth of AI capabilities, it is impossible to provide a crystal ball, but this article aims to give insight into the adoption of generative AI with LLMs in software development. The article gives an overview of the software development industry and the job functions of software developers. A literature review combined with a content analysis of online comments from developers gives insight into how generative AI implemented with LLMs is changing software development and how developers are responding to these changes. The article ties the academic and developer insights together into recommendations for software developers, and describes a CMM (capability maturity model) framework for assessing and improving LLM development usage. ","Generative AI technologies using LLMs have the potential to transform software development, potentially changing the job functions of software developers and requiring new skills."
"Generating Java Methods: An Empirical Assessment of Four AI-Based Code Assistants","https://scispace.com/paper/generating-java-methods-an-empirical-assessment-of-four-ai-fvaxwxjz5hvg","2024","Repository","","Mariani, Leonardo
Micucci, Daniela
Riganelli, Oliviero","10.48550/arxiv.2402.08431","","AI-based code assistants are promising tools that can facilitate and speed up code development. They exploit machine learning algorithms and natural language processing to interact with developers, suggesting code snippets (e.g., method implementations) that can be incorporated into projects. Recent studies empirically investigated the effectiveness of code assistants using simple exemplary problems (e.g., the re-implementation of well-known algorithms), which fail to capture the spectrum and nature of the tasks actually faced by developers. In this paper, we expand the knowledge in the area by comparatively assessing four popular AI-based code assistants, namely GitHub Copilot, Tabnine, ChatGPT, and Google Bard, with a dataset of 100 methods that we constructed from real-life open-source Java projects, considering a variety of cases for complexity and dependency from contextual elements. Results show that Copilot is often more accurate than other techniques, yet none of the assistants is completely subsumed by the rest of the approaches. Interestingly, the effectiveness of these solutions dramatically decreases when dealing with dependencies outside the boundaries of single classes. ",""
"The Future of Generative AI in Software Engineering: A Vision from Industry and Academia in the European GENIUS Project","https://scispace.com/paper/the-future-of-generative-ai-in-software-engineering-a-vision-oyp4q35ewpwu","2025","Journal Article","","Gröpler, Robin
Schmid Klaus
Dornauer, Benedikt
Tüzün, Eray
Noppen Joost
Mousavi Mohammad Reza
Tang Yong-jian
Viehmann, Johannes
Lee Beum-Seuk","10.48550/arxiv.2511.01348","","Generative AI (GenAI) has recently emerged as a groundbreaking force in Software Engineering, capable of generating code, identifying bugs, recommending fixes, and supporting quality assurance. While its use in coding tasks shows considerable promise, applying GenAI across the entire Software Development Life Cycle (SDLC) has not yet been fully explored. Critical uncertainties in areas such as reliability, accountability, security, and data privacy demand deeper investigation and coordinated action. The GENIUS project, comprising over 30 European industrial and academic partners, aims to address these challenges by advancing AI integration across all SDLC phases. It focuses on GenAI's potential, the development of innovative tools, and emerging research challenges, actively shaping the future of software engineering. This vision paper presents a shared perspective on the future of GenAI-driven software engineering, grounded in cross-sector dialogue as well as experiences and findings within the GENIUS consortium. The paper explores four central elements: (1) a structured overview of current challenges in GenAI adoption across the SDLC; (2) a forward-looking vision outlining key technological and methodological advances expected over the next five years; (3) anticipated shifts in the roles and required skill sets of software professionals; and (4) the contribution of GENIUS in realising this transformation through practical tools and industrial validation. This paper focuses on aligning technical innovation with business relevance. It aims to inform both research agendas and industrial strategies, providing a foundation for reliable, scalable, and industry-ready GenAI solutions for software engineering teams. ","The GENIUS project, a European collaboration of 30+ industry and academic partners, aims to advance AI integration across the Software Development Life Cycle, addressing challenges in reliability, accountability, security, and data privacy through innovative tools and research."
"AI in the Software Development Lifecycle: Insights and Open Research Questions","https://scispace.com/paper/ai-in-the-software-development-lifecycle-insights-and-open-6lntfp9tn7sc","2025","Journal Article","","Everton Guimarães
Nathalia Nascimento","10.1145/3696630.3730538","","The rapid advancements in Artificial Intelligence (AI) and Large Language Models (LLMs) are reshaping software engineering and automating tasks such as code generation, debugging, testing, and maintenance. AI-powered tools (i.e. ChatGPT, DeepSeek), have demonstrated significant potential in enhancing developer productivity and accelerating software development processes. Integrating AI and LLMs into software engineering presents notable challenges despite these advancements. Concerns regarding the reliability of AI-generated code, security vulnerabilities, and the propagation of biases in training data pose substantial risks. Additionally, ethical considerations, including intellectual property rights, transparency, and the need for human oversight, highlight the complexities of AI adoption in critical software systems. The rapid evolution of these technologies requires continuous adaptation of software engineering methodologies to mitigate risks while maximizing benefits. This paper analyzes AI's role in software engineering, identifying key applications, challenges, and future research directions. We examine AI's impact across various phases of the software development lifecycle, This paper contributes to the ongoing discussion on AI-driven software engineering and outlines a research agenda for navigating this rapidly evolving field.","This paper examines AI's role in software engineering, highlighting its applications, challenges, and future research directions, particularly in code generation, debugging, and testing, while addressing concerns on reliability, security, and ethics in AI-driven software development."
"A User-centered Security Evaluation of Copilot","https://scispace.com/paper/a-user-centered-security-evaluation-of-copilot-kipn7uegc2","2023","Journal Article","","Owura Asare
Meiyappan Nagappan
Nandhini Asokan","10.1145/3597503.3639154","","Code generation tools driven by artificial intelligence have recently become more popular due to advancements in deep learning and natural language processing that have increased their capabilities. The proliferation of these tools may be a double-edged sword because while they can increase developer productivity by making it easier to write code, research has shown that they can also generate insecure code. In this paper, we perform a user-centered evaluation GitHub's Copilot to better understand its strengths and weaknesses with respect to code security. We conduct a user study where participants solve programming problems (with and without Copilot assistance) that have potentially vulnerable solutions. The main goal of the user study is to determine how the use of Copilot affects participants' security performance. In our set of participants (n=25), we find that access to Copilot accompanies a more secure solution when tackling harder problems. For the easier problem, we observe no effect of Copilot access on the security of solutions. We also observe no disproportionate impact of Copilot use on particular kinds of vulnerabilities. Our results indicate that there are potential security benefits to using Copilot, but more research is warranted on the effects of the use of code generation tools on technically complex problems with security requirements.","A user-centered evaluation of GitHub's Copilot indicates that there are potential security benefits to using Copilot, but more research is warranted on the effects of the use of code generation tools on technically complex problems with security requirements."
"Analyzing Prompt Influence on Automated Method Generation: An Empirical Study with Copilot","https://scispace.com/paper/analyzing-prompt-influence-on-automated-method-generation-an-sosreu3ucf5s","2024","Repository","","Fagadau, Ionut Daniel
Mariani, Leonardo
Micucci, Daniela
Riganelli, Oliviero","10.48550/arxiv.2402.08430","","Generative AI is changing the way developers interact with software systems, providing services that can produce and deliver new content, crafted to satisfy the actual needs of developers. For instance, developers can ask for new code directly from within their IDEs by writing natural language prompts, and integrated services based on generative AI, such as Copilot, immediately respond to prompts by providing ready-to-use code snippets. Formulating the prompt appropriately, and incorporating the useful information while avoiding any information overload, can be an important factor in obtaining the right piece of code. The task of designing good prompts is known as prompt engineering. In this paper, we systematically investigate the influence of eight prompt features on the style and the content of prompts, on the level of correctness, complexity, size, and similarity to the developers' code of the generated code. We specifically consider the task of using Copilot with 124,800 prompts obtained by systematically combining the eight considered prompt features to generate the implementation of 200 Java methods. Results show how some prompt features, such as the presence of examples and the summary of the purpose of the method, can significantly influence the quality of the result. ",""
"The Future of Software Development: Integrating AI and Machine Learning into the SDLC","https://scispace.com/paper/the-future-of-software-development-integrating-ai-and-e8l8k3mjmuzz","2024","Repository","","Naimil Navnit Gadani","10.5281/zenodo.13756677","","&lt;p&gt;The integration of AI and ML into the SDLC represents a groundbreaking advancement in software engineering. This paper explores the transformative effects of AI-driven automation on key stages of the SDLC, including code generation, testing, and deployment. It also examines architectural frameworks that support the effective integration of AI technologies, such as Microservices Architecture, Event-Driven Architecture, and Hybrid Cloud Architecture. By analyzing quantitative improvements and discussing future research directions, the paper provides a comprehensive overview of how AI and ML are shaping the future of software development.&lt;/p&gt; ","This paper explores the transformative effects of AI-driven automation on the SDLC, integrating AI and ML into code generation, testing, and deployment, and examines architectural frameworks for effective AI technology integration, providing a comprehensive overview of the future of software development."
"Productivity Assessment of Neural Code Completion","https://scispace.com/paper/productivity-assessment-of-neural-code-completion-2z56bxos","2022","Posted Content","","","10.48550/arxiv.2205.06537","","Neural code synthesis has reached a point where snippet generation is accurate enough to be considered for integration into human software development workflows. Commercial products aim to increase programmers' productivity, without being able to measure it directly. In this case study, we asked users of GitHub Copilot about its impact on their productivity, and sought to find a reflection of their perception in directly measurable user data. We find that the rate with which shown suggestions are accepted, rather than more specific metrics regarding the persistence of completions in the code over time, drives developers' perception of productivity. ","In this article , the authors find that the rate with which shown suggestions are accepted, rather than more specific metrics regarding the persistence of completions in the code over time, drives developers' perception of productivity."
"Github Copilot's Impact on Developer Productivity : A Review of Early Evidence","https://scispace.com/paper/github-copilot-s-impact-on-developer-productivity-a-review-fm3mfzq6gk3s","2023","Journal Article","International Journal of Scientific Research in Science and Technology","Sheriff Adepoju","10.32628/ijsrst2221192","","This review synthesizes early evidence (2019–2023) on GitHub Copilot and comparable LLM assistants, focusing on their impact on developer productivity, code correctness, and adoption in real workflows. Across controlled studies and field reports, assistants consistently accelerate boilerplate creation, scaffolding, and routine transformations, with smaller or mixed effects on open-ended design and debugging. Gains are highly contingent on task type, developer experience, prompt quality, and integration with tests and review. Correctness and security remain variable; unvetted suggestions can introduce defects or insecure patterns, underscoring the need for linters, unit/property tests, and human code review. Usability, privacy, and governance shape adoption, while CI/CD integration and standardized PR practices convert raw speed into reliable delivery. We highlight evaluation pitfalls in measuring “productivity,” and outline near-term priorities: governed use, outcome-oriented metrics, AI-augmented review, and expansion to richer IDE and organizational contexts. ","This review synthesizes early evidence on GitHub Copilot's impact on developer productivity, code correctness, and adoption, finding consistent acceleration in boilerplate creation and routine tasks, but variable effects on open-ended design and debugging, and highlighting evaluation pitfalls and near-term priorities."
"Generative AI Impact on the Future of Work: Insights from Software Development","https://scispace.com/paper/generative-ai-impact-on-the-future-of-work-insights-from-5u4axjv2jvy1","2024","Proceedings Article","","Cabral Lima
Herbert Salazar
Yuri Lima
Carlos Eduardo Barbosa
Matheus Argôlo
Alan Lyra
Jano Moreira de Souza","10.1109/smc54092.2024.10831787","","Recent Artificial Intelligence advancements raise concerns about the future of work, particularly technological unemployment. Studies show automation's impact, but tools like ChatGPT disrupt even traditionally secure professions like programming. In this study, we reevaluate AI's effects using a method to assess the impact of Generative AI technologies on occupations to understand the potential effects of Generative AI systems on software development work. Valuable insights were obtained by gathering the view of a group of workers, primarily composed of developers who are starting their careers, regarding the impact of these technologies on the tasks they perform to provide a comprehensive understanding of the implications of Generative AI for software development. Results show that all programming tasks performed by these workers would experience some impact by Generative AI -65% of the tasks being considerably impacted, 12% moderately impacted, and 18% minimally impacted. This analysis highlights the substantial influence of Generative AI technologies on software development, mainly affecting those in the early stages of their career. The results of this work contribute to the academic community with valuable information. Policymakers can also use this information, as this work provides a comprehensive view of the impacts of Generative AI on software developers, considering their direct impact on job tasks.","This study assesses the impact of Generative AI on software development work, revealing that 65% of tasks are significantly impacted, with 12% moderately and 18% minimally affected, highlighting substantial influence on early-career developers."
"Sea Change in Software Development: Economic and Productivity Analysis of the AI-Powered Developer Lifecycle","https://scispace.com/paper/sea-change-in-software-development-economic-and-productivity-2zc87wn9","2023","","","Thomas Dipl.-Ing. Dohmke
Marco Iansiti
Greg Richards","","","This study examines the impact of GitHub Copilot on a large sample of Copilot users (n=934,533). The analysis shows that users on average accept nearly 30% of the suggested code, leading to increased productivity. Furthermore, our research demonstrates that the acceptance rate rises over time and is particularly high among less experienced developers, providing them with substantial benefits. Additionally, our estimations indicate that the adoption of generative AI productivity tools could potentially contribute to a $1.5 trillion increase in global GDP by 2030. Moreover, our investigation sheds light on the diverse contributors in the generative AI landscape, including major technology companies, startups, academia, and individual developers. The findings suggest that the driving force behind generative AI software innovation lies within the open-source ecosystem, particularly in the United States. Remarkably, a majority of repositories on GitHub are led by individual developers. As more developers embrace these tools and acquire proficiency in the art of prompting with generative AI, it becomes evident that this novel approach to software development has forged a unique inextricable link between humans and artificial intelligence. This symbiotic relationship has the potential to shape the construction of the world's software for future generations.","In this article , the authors examined the impact of GitHub Copilot on a large sample of Copilot users (n=934,533) and found that users on average accept nearly 30% of the suggested code, leading to increased productivity."
"Empirical evaluation of automated code generation for mobile applications by AI tools","https://scispace.com/paper/empirical-evaluation-of-automated-code-generation-for-mobile-4xvdu67xxt","2023","Proceedings Article","","Santiago Aillon
Alejandro Garcia
Nicolas Velandia
Daniel Zarate
Pedro Wightman","10.1109/c358072.2023.10436306","","The rapid advancement of AI technologies has opened up new possibilities for automating various aspects of software development. Mobile app development, in particular, can benefit from AI-powered tools that assist developers in writing code more efficiently, providing suggestions, and reducing the time required for implementation. This document aims to explore how well a modern artificial intelligence tool can assist a mobile application development process. For this work, ChatGPT 3.5 was used to generate a mobile application from scratch using the Flutter framework, while the complete process was evaluated at each step. The evaluation criteria for the experience considered four indicators: code quality, solution quality, response time, and comparison with human-generated code. Results show that, up to a certain level of complexity and by using an interactive process of increasingly detailed prompts, the AI tool is capable of generating functional code, that can be the base for the inclusion of a more complex logic or structure.","Results show that, up to a certain level of complexity and by using an interactive process of increasingly detailed prompts, the AI tool is capable of generating functional code, that can be the base for the inclusion of a more complex logic or structure."
"Boosting Developer Efficiency with AI: A Technical Review","https://scispace.com/paper/boosting-developer-efficiency-with-ai-a-technical-review-9ocji417eux4","2025","Repository","","Siddhant Sonkar","10.5281/zenodo.17211168","","AI has emerged as a disruptive technology in modern software development and has improved traditional development approaches through intelligent automation and machine learning. This technical review outlines the full integration of AI technology into an entire software development lifecycle, along with how emergent algorithms and neural architectures provide means to increase developer productivity and code quality by using automation. AI-based tooling is being used for critical activities: automated coding, intelligent debugging and remediation, intelligent code review, documentation systems, and natural language processing for stakeholder communication. Today's AI systems have become adept at understanding programming semantics, producing language-matched code snippets, and recognizing exploitable patterns to create vulnerabilities. Optimizing project management, including parts management, scheduling meetings, and forecasts, can include the merits of productive analytic options based on deep learning patterns derived from massive datasets of historical data to guide decision-making and project resource management. The automated testing space can characterize the frenzy of test scenarios a tester must generate, while developing modern frameworks can engross themselves in extracting other tests from interacting sources by keeping track of various codes continually modified. Here, the converging elements and productivity boosts associated with AI introduce an elevating environment that accommodates human creative thought and productivity while automating the mundane. Moreover, will explore a new academic model of work, defining collaborative relationships that can ensure an effective future of human workers and AI adapting the conventions of modern software engineering. ",""
"Role of Generative AI in Software Development","https://scispace.com/paper/role-of-generative-ai-in-software-development-4055aadnqg5l","2025","Journal Article","Indian Scientific Journal Of Research In Engineering And Management","","10.55041/ijsrem53791","","Abstract - Generative Artificial Intelligence (GenAI) has emerged as a transformative technology in software development, providing intelligent tools like GitHub Copilot, ChatGPT, and Amazon Code Whisperer. These tools assist developers in tasks such as code generation, bug detection, automated testing, refactoring, documentation, and project management, thereby improving productivity, accuracy, and accessibility. Currently, GenAI is integrated across multiple stages of software engineering—from requirements analysis and design to implementation and maintenance—allowing even less technically skilled professionals to contribute effectively. While these tools offer significant benefits, they also face challenges such as nondeterministic outputs, hallucinations, limited understanding of higher-level design principles, security risks, and dependency concerns. Despite these limitations, the current state of GenAI demonstrates its potential to complement human developers, accelerate development cycles, and reduce repetitive workloads. Looking forward, the future scope of GenAI includes autonomous code generation, AI-assisted DevOps, improved integration with software architecture, and smarter project management, which can enable more sustainable, scalable, and intelligent software development. Moreover, GenAI has the potential to revolutionize collaborative software development by assisting teams in real-time code reviews and project coordination. Integration with cloud-based development environments and version control systems further increases accessibility and scalability. Finally, ethical considerations such as fairness, transparency, and accountability are becoming increasingly important as AI-driven software development expands. Keywords: Generative AI, Software Development, Automation, LLM, GitHub Copilot, ChatGPT, Code Whisperer ",""
"Leveraging AI-Assisted Coding Tools in Engineering Education: Promise and Pitfalls in Software Development","https://scispace.com/paper/leveraging-ai-assisted-coding-tools-in-engineering-education-djhckjlo3kl0","2025","Repository","","Antonio Carlos Bento
Marcos Ribeiro Pereira Barretto
José Reinaldo Silva
Sergio Camacho León
Elsa Yolanda Torres Torres
Carlos Vázquez-Hurtado","10.5281/zenodo.17557536","","&lt;p&gt;This study investigates the pedagogical impact of AI-assisted programming tools (e.g., GitHub Copilot, ChatGPT) in a university software construction course. A 10-week case study with 25 engineering students developing a CRM system revealed 30-40% time savings in prototyping and debugging. However, maintaining code quality requires systematic human oversight. The findings contribute a framework for balancing AI automation with traditional pedagogy, supporting Sustainable Development Goal 4 by outlining strategies for equitable and effective AI integration in engineering education. A student opinion survey showed 96% satisfaction with the AI - assisted learning experience.&lt;/p&gt; ","This study explores the pedagogical impact of AI-assisted coding tools in engineering education, revealing 30-40% time savings in prototyping and debugging, but emphasizing the need for human oversight to maintain code quality and equitable AI integration."
"AI-driven Development Is Here: Should You Worry?","https://scispace.com/paper/ai-driven-development-is-here-should-you-worry-ujhrndebh7py","2022","Repository","","Ernst, Neil
Bavota, Gabriele","10.48550/arxiv.2204.07560","","AI-Driven Development Environments (AIDEs) Integrate the power of modern AI into IDEs like Visual Studio Code and JetBrains IntelliJ. By leveraging massive language models and the plethora of openly available source code, AIDEs promise to automate many of the obvious, routine tasks in programming. At the same time, AIDEs come with new challenges to think about, such as bias, legal compliance, security vulnerabilities, and their impact on learning programming. ",""
"The Future of AI in Software Development: Automating Code Generation and Debugging","https://scispace.com/paper/the-future-of-ai-in-software-development-automating-code-4wqywfwn20qy","2025","Repository","","","10.5281/zenodo.15812975","","&lt;p&gt;The&lt;span&gt; &lt;/span&gt;integration&lt;span&gt; &lt;/span&gt;of&lt;span&gt; &lt;/span&gt;Artificial&lt;span&gt; &lt;/span&gt;Intelligence&lt;span&gt; &lt;/span&gt;(AI)&lt;span&gt; &lt;/span&gt;into&lt;span&gt; &lt;/span&gt;software&lt;span&gt; &lt;/span&gt;development&lt;span&gt; &lt;/span&gt;is&lt;span&gt; &lt;/span&gt;revolutionizing&lt;span&gt; &lt;/span&gt;how code is written, optimized, and debugged. AI-powered tools are capable of automating code generation, identifying&lt;span&gt; &lt;/span&gt;and fixing bugs, and&lt;span&gt; &lt;/span&gt;enhancing&lt;span&gt; &lt;/span&gt;development efficiency. This&lt;span&gt; &lt;/span&gt;research explores&lt;span&gt; &lt;/span&gt;the future&lt;span&gt; &lt;/span&gt;of&lt;span&gt; &lt;/span&gt;AI in&lt;span&gt; &lt;/span&gt;software&lt;span&gt; &lt;/span&gt;development, focusing&lt;span&gt; &lt;/span&gt;on&lt;span&gt; &lt;/span&gt;its impact on&lt;span&gt; &lt;/span&gt;automating&lt;span&gt; &lt;/span&gt;code generation and debugging. We analyze various AI-driven tools such as GitHub Copilot, OpenAI&lt;span&gt; &lt;/span&gt;Codex,&lt;span&gt; &lt;/span&gt;and&lt;span&gt; &lt;/span&gt;Deep&lt;span&gt; &lt;/span&gt;Code&lt;span&gt; &lt;/span&gt;to&lt;span&gt; &lt;/span&gt;understand&lt;span&gt; &lt;/span&gt;their&lt;span&gt; &lt;/span&gt;effectiveness&lt;span&gt; &lt;/span&gt;in&lt;span&gt; &lt;/span&gt;enhancing&lt;span&gt; &lt;/span&gt;productivity&lt;span&gt; &lt;/span&gt;and reducing human errors. The findings suggest that while AI significantly streamlines software development, challenges such as ethical&lt;span&gt; &lt;/span&gt;concerns, code security, and AI interpretability must be addressed. This study provides insights into the advantages, limitations, and future directions of AI in software development.&lt;/p&gt; ",""
"Exploring Prompt Patterns in AI-Assisted Code Generation: Towards Faster and More Effective Developer-AI Collaboration","https://scispace.com/paper/exploring-prompt-patterns-in-ai-assisted-code-generation-yxcsqb902k9l","2025","Journal Article","arXiv.org","Sophia DiCuffa
Amanda Zambrana
Priyanshi Yadav
Sashidhar Madiraju
Khushi Suman
Eman Abdullah AlOmar","10.48550/arxiv.2506.01604","","The growing integration of AI tools in software development, particularly Large Language Models (LLMs) such as ChatGPT, has revolutionized how developers approach coding tasks. However, achieving high-quality code often requires iterative interactions, which can be time-consuming and inefficient. This paper explores the application of structured prompt patterns to minimize the number of interactions required for satisfactory AI-assisted code generation. Using the DevGPT dataset, we analyzed seven distinct prompt patterns to evaluate their effectiveness in reducing back-and-forth communication between developers and AI. Our findings highlight patterns such as “Context and Instruction” and “Recipe” as particularly effective in achieving high-quality outputs with minimal iterations. The study emphasizes the potential for prompt engineering to streamline developer-AI collaboration, providing practical insights into crafting prompts that balance precision, efficiency, and clarity.","This study explores structured prompt patterns to optimize AI-assisted code generation, analyzing seven patterns on the DevGPT dataset, and finds that ""Context and Instruction"" and ""Recipe"" patterns achieve high-quality outputs with minimal iterations, streamlining developer-AI collaboration."
"Hints for Generative AI Software Development","https://scispace.com/paper/hints-for-generative-ai-software-development-sm0t7r1yp3k4","2024","Journal Article","IEEE Software","Christof Ebert
John Pravin Arockiasamy
Lennard Hettich
Michael Weyrich","10.1109/ms.2024.3410641","","Developers benefit from enhanced productivity with GAI. Yet, often they question how to approach GAI development and how to integrate GAI to their systems. This article provides guidance for developing GAI software and developing software with GAI. Practical hints are shared from industrial settings.","This article provides practical guidance for developing Generative AI (GAI) software and integrating GAI into existing systems, sharing industrial insights to enhance productivity and address common development challenges in GAI software development."
"Assessing the Performance of AI-Generated Code: A Case Study on GitHub Copilot","https://scispace.com/paper/assessing-the-performance-of-ai-generated-code-a-case-study-3py1f6975s66","2024","Journal Article","","Shuang Li
Yuntao Cheng
Jinfu Chen
Jifeng Xuan
Sen He
Weiyi Shang","10.1109/issre62328.2024.00030","","The integration of Large Language Models (LLMs) into software development tools like GitHub Copilot holds the promise of transforming code generation processes. While AI-driven code generation presents numerous advantages for software development, code generated by large language models may introduce challenges related to security, privacy, and copyright issues. However, the performance implications of AI-generated code remain insufficiently explored. This study conducts an empirical analysis focusing on the performance regressions of code generated by GitHub Copilot across three distinct datasets: HumanEval, AixBench, and MBPP. We adopt a comprehensive methodology encompassing static and dynamic performance analyses to assess the effectiveness of the generated code. Our findings reveal that although the generated code is functionally correct, it frequently exhibits performance regressions compared to code solutions crafted by humans. We further investigate the code-level root causes responsible for these performance regressions. We identify four major root causes, i.e., inefficient function calls, inefficient looping, inefficient algorithm, and inefficient use of language features. We further identify a total of ten sub-categories of root causes attributed to the performance regressions of generated code. Additionally, we explore prompt engineering as a potential strategy for optimizing performance. The outcomes suggest that meticulous prompt designs can enhance the performance of AI-generated code. This research offers valuable insights contributing to a more comprehensive understanding of AI-assisted code generation.","This study assesses the performance of AI-generated code by GitHub Copilot, revealing frequent performance regressions despite functional correctness, and identifies root causes such as inefficient function calls and algorithm usage, with prompt engineering as a potential optimization strategy."
"AI in software development can help, but don't let it lead","https://scispace.com/paper/ai-in-software-development-can-help-but-don-t-let-it-lead-to70lqdjfe58","2025","Repository","","Sonia Baelo-Allué","10.5281/zenodo.17151131","","AI in Software Development: Support, Not Substitution Can AI replace human expertise in software development? Not yet. While artificial intelligence can generate code snippets, automate tests, and speed up research, it still struggles to understand context, user needs, and business goals. Successful teams use AI as an assistant—while relying on real specialists to bring strategy, creativity, and judgment to the table. Why AI Alone Isn’t Enough Teams that rely too heavily on AI software development tools often hit roadblocks. Automation can accelerate tasks, but tools alone can’t manage complexity, prioritize goals, or navigate human factors such as client communication and conflict resolution. These challenges require experienced project managers and engineers who know how to make tough trade-offs. AI should support—not replace—the people behind the project. Custom Solutions Over Generic Automation Is generic automation enough to deliver reliable software? In most cases, no. Every company has unique workflows, security requirements, and long-term goals. Off-the-shelf AI tools may help, but they rarely align perfectly. That’s why tailored AI software development is key. Custom solutions ensure scalability, reliability, and compliance with real user needs. Finding the Right Balance The real value of AI integration in business comes from balance. When applied wisely, AI accelerates automation, research, and reporting—while people handle judgment, communication, and strategy. This synergy results in faster processes and more reliable outcomes without losing the human insight that drives innovation. ","AI in software development can accelerate tasks, but should support human expertise, not replace it, as it struggles to understand context, user needs, and business goals, requiring a balance between automation and human judgment."
"An Empirical Study on Usage and Perceptions of LLMs in a Software Engineering Project","https://scispace.com/paper/an-empirical-study-on-usage-and-perceptions-of-llms-in-a-3lpqlfibqc","2024","Journal Article","arXiv.org","Sanka Rasnayaka
Guanlin Wang
Ridwan Shariffdeen
Ganesh Neelakanta Iyer","10.48550/arxiv.2401.16186","","Large Language Models (LLMs) represent a leap in artificial intelligence, excelling in tasks using human language(s). Although the main focus of general-purpose LLMs is not code generation, they have shown promising results in the domain. However, the usefulness of LLMs in an academic software engineering project has not been fully explored yet. In this study, we explore the usefulness of LLMs for 214 students working in teams consisting of up to six members. Notably, in the academic course through which this study is conducted, students were encouraged to integrate LLMs into their development tool-chain, in contrast to most other academic courses that explicitly prohibit the use of LLMs. In this paper, we analyze the AI-generated code, prompts used for code generation, and the human intervention levels to integrate the code into the code base. We also conduct a perception study to gain insights into the perceived usefulness, influencing factors, and future outlook of LLM from a computer science student's perspective. Our findings suggest that LLMs can play a crucial role in the early stages of software development, especially in generating foundational code structures, and helping with syntax and error debugging. These insights provide us with a framework on how to effectively utilize LLMs as a tool to enhance the productivity of software engineering students, and highlight the necessity of shifting the educational focus toward preparing students for successful human-AI collaboration.","Analysis of AI-generated code, prompts used for code generation, and the human intervention levels to integrate the code into the code base suggest that LLMs can play a crucial role in the early stages of software development, especially in generating foundational code structures, and helping with syntax and error debugging."
"From Today's Code to Tomorrow's Symphony: The AI Transformation of
  Developer's Routine by 2030","https://scispace.com/paper/from-today-s-code-to-tomorrow-s-symphony-the-ai-1mqytu4qdw","2024","Preprint","","Matteo Ciniselli
Niccolò Puccinelli
Kunfeng Qiu
Luca Di Grazia","10.48550/arxiv.2405.12731","","In the rapidly evolving landscape of software engineering, the integration of Artificial Intelligence (AI) into the Software Development Life-Cycle (SDLC) heralds a transformative era for developers. Recently, we have assisted to a pivotal shift towards AI-assisted programming, exemplified by tools like GitHub Copilot and OpenAI's ChatGPT, which have become a crucial element for coding, debugging, and software design. In this paper we provide a comparative analysis between the current state of AI-assisted programming in 2024 and our projections for 2030, by exploring how AI advancements are set to enhance the implementation phase, fundamentally altering developers' roles from manual coders to orchestrators of AI-driven development ecosystems. We envision HyperAssistant, an augmented AI tool that offers comprehensive support to 2030 developers, addressing current limitations in mental health support, fault detection, code optimization, team interaction, and skill development. We emphasize AI as a complementary force, augmenting developers' capabilities rather than replacing them, leading to the creation of sophisticated, reliable, and secure software solutions. Our vision seeks to anticipate the evolution of programming practices, challenges, and future directions, shaping a new paradigm where developers and AI collaborate more closely, promising a significant leap in SE efficiency, security and creativity. ","AI-assisted programming is transforming the software development life-cycle by enhancing implementation, altering developer roles, and creating new opportunities. By 2030, AI will augment developers' capabilities, leading to the creation of sophisticated software solutions."
