"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Is Your Prompt Poisoning Code? Defect Induction Rates and Security Mitigation Strategies","https://scispace.com/paper/is-your-prompt-poisoning-code-defect-induction-rates-and-edq6h5mxmtq2","2025","Journal Article","","Wang Bin
Zhong Yilu
Yu Wenjie
Li Hui","10.48550/arxiv.2510.22944","","Large language models (LLMs) have become indispensable for automated code generation, yet the quality and security of their outputs remain a critical concern. Existing studies predominantly concentrate on adversarial attacks or inherent flaws within the models. However, a more prevalent yet underexplored issue concerns how the quality of a benign but poorly formulated prompt affects the security of the generated code. To investigate this, we first propose an evaluation framework for prompt quality encompassing three key dimensions: goal clarity, information completeness, and logical consistency. Based on this framework, we construct and publicly release CWE-BENCH-PYTHON, a large-scale benchmark dataset containing tasks with prompts categorized into four distinct levels of normativity (L0-L3). Extensive experiments on multiple state-of-the-art LLMs reveal a clear correlation: as prompt normativity decreases, the likelihood of generating insecure code consistently and markedly increases. Furthermore, we demonstrate that advanced prompting techniques, such as Chain-of-Thought and Self-Correction, effectively mitigate the security risks introduced by low-quality prompts, substantially improving code safety. Our findings highlight that enhancing the quality of user prompts constitutes a critical and effective strategy for strengthening the security of AI-generated code. ","This study investigates how poorly formulated prompts affect the security of AI-generated code, proposing an evaluation framework and a large-scale benchmark dataset, and demonstrating that advanced prompting techniques can mitigate security risks introduced by low-quality prompts."
"Top Leaderboard Ranking = Top Coding Proficiency, Always? EvoEval: Evolving Coding Benchmarks via LLM","https://scispace.com/paper/top-leaderboard-ranking-top-coding-proficiency-always-29h31tv246","2024","Journal Article","arXiv.org","Chun Xia
Yinlin Deng
Lingming Zhang","10.48550/arxiv.2403.19114","","LLMs have become the go-to choice for code generation tasks, with an exponential increase in the training, development, and usage of LLMs specifically for code generation. To evaluate the ability of LLMs on code, both academic and industry practitioners rely on popular handcrafted benchmarks. However, prior benchmarks contain only a very limited set of problems, both in quantity and variety. Further, due to popularity and age, many benchmarks are prone to data leakage where example solutions can be readily found on the web and thus potentially in training data. Such limitations inevitably lead us to inquire: Is the leaderboard performance on existing benchmarks reliable and comprehensive enough to measure the program synthesis ability of LLMs? To address this, we introduce EvoEval -- a program synthesis benchmark suite created by evolving existing benchmarks into different targeted domains for a comprehensive evaluation of LLM coding abilities. Our study on 51 LLMs shows that compared to the high performance obtained on standard benchmarks like HumanEval, there is a significant drop in performance (on average 39.4%) when using EvoEval. Additionally, the decrease in performance can range from 19.6% to 47.7%, leading to drastic ranking changes amongst LLMs and showing potential overfitting of existing benchmarks. Furthermore, we showcase various insights, including the brittleness of instruction-following models when encountering rewording or subtle changes as well as the importance of learning problem composition and decomposition. EvoEval not only provides comprehensive benchmarks, but can be used to further evolve arbitrary problems to keep up with advances and the ever-changing landscape of LLMs for code. We have open-sourced our benchmarks, tools, and complete LLM generations at https://github.com/evo-eval/evoeval","EvoEval benchmarks reveal significant drop in LLM performance compared to standard benchmarks, highlighting the limitations of existing benchmarks and their potential overfitting."
"Understanding Defects in Generated Codes by Language Models","https://scispace.com/paper/understanding-defects-in-generated-codes-by-language-models-2jeg3hp9o8jy","2024","Journal Article","arXiv.org","Ali Mohammadi Esfahani
Nafiseh Kahani
Samuel A. Ajila","10.48550/arxiv.2408.13372","","This study investigates the reliability of code generation by Large Language Models (LLMs), focusing on identifying and analyzing defects in the generated code. Despite the advanced capabilities of LLMs in automating code generation, ensuring the accuracy and functionality of the output remains a significant challenge. By using a structured defect classification method to understand their nature and origins this study categorizes and analyzes 367 identified defects from code snippets generated by LLMs, with a significant proportion being functionality and algorithm errors. These error categories indicate key areas where LLMs frequently fail, underscoring the need for targeted improvements. To enhance the accuracy of code generation, this paper implemented five prompt engineering techniques, including Scratchpad Prompting, Program of Thoughts Prompting, Chain-of-Thought Prompting, Chain of Code Prompting, and Structured Chain-of-Thought Prompting. These techniques were applied to refine the input prompts, aiming to reduce ambiguities and improve the models' accuracy rate. The research findings suggest that precise and structured prompting significantly mitigates common defects, thereby increasing the reliability of LLM-generated code.","This study investigates defects in Large Language Model-generated code, categorizing 367 identified defects and implementing five prompt engineering techniques to refine input prompts, significantly mitigating common defects and improving code reliability."
"Evaluating Large Language Models in Class-Level Code Generation","https://scispace.com/paper/evaluating-large-language-models-in-class-level-code-1kbtaq46v8","2024","Proceedings Article","","Xueying Du
Mingwei Liu
Kaixin Wang
Hanlin Wang
Junwei Liu
Yixuan Chen
Jiayi Feng
Chaofeng Sha
Xin Peng
Yiling Lou","10.1145/3597503.3639219","","Recently, many large language models (LLMs) have been proposed, showing advanced proficiency in code generation. Meanwhile, many efforts have been dedicated to evaluating LLMs on code generation benchmarks such as HumanEval. Although being very helpful for comparing different LLMs, existing evaluation focuses on a simple code generation scenario ( i.e., function-level or statement-level code generation), which mainly asks LLMs to generate one single code unit ( e.g., a function or a statement) for the given natural language description. Such evaluation focuses on generating independent and often small-scale code units, thus leaving it unclear how LLMs perform in real-world software development scenarios. To fill this knowledge gap, we make the first attempt to evaluate LLMs in a more challenging code generation scenario, i.e., class-level code generation. Compared with existing code generation benchmarks, it better reflects real-world software development scenarios due to it comprising broader contextual dependencies and multiple, interdependent units of code. We first manually construct the first class-level code generation benchmark ClassEval of 100 class-level Python code generation tasks with approximately 500 person-hours. Based on the new benchmark ClassEval, we then perform the first study of 11 state-of-the-art LLMs on class-level code generation. Based on our results, we find that all LLMs perform much worse on class-level code generation compared to the method-level. While GPT models still dominate other LLMs on class-level code generation, the performance rankings of other models on method-level code generation no longer holds for class-level code generation. Besides, most models (except GPT models) perform better when generating the class method by method; and they have the limited ability of generating dependent code. Based on our findings, we call for software engineering (SE) researchers’ expertise to build more LLM benchmarks based on practical and complicated software development scenarios","Evaluating large language models in class-level code generation reveals their limitations in generating complex software structures and dependent code."
"A Lightweight Framework for High-Quality Code Generation","https://scispace.com/paper/a-lightweight-framework-for-high-quality-code-generation-2d5rsbmean","2023","Preprint","","Mohammed Latif Siddiq
Beatrice Casey
Joanna C. S. Santos","10.48550/arxiv.2307.08220","","In recent years, the use of automated source code generation utilizing transformer-based generative models has expanded, and these models can generate functional code according to the requirements of the developers. However, recent research revealed that these automatically generated source codes can contain vulnerabilities and other quality issues. Despite researchers' and practitioners' attempts to enhance code generation models, retraining and fine-tuning large language models is time-consuming and resource-intensive. Thus, we describe FRANC, a lightweight framework for recommending more secure and high-quality source code derived from transformer-based code generation models. FRANC includes a static filter to make the generated code compilable with heuristics and a quality-aware ranker to sort the code snippets based on a quality score. Moreover, the framework uses prompt engineering to fix persistent quality issues. We evaluated the framework with five Python and Java code generation models and six prompt datasets, including a newly created one in this work (SOEval). The static filter improves 9% to 46% Java suggestions and 10% to 43% Python suggestions regarding compilability. The average improvement over the NDCG@10 score for the ranking system is 0.0763, and the repairing techniques repair the highest 80% of prompts. FRANC takes, on average, 1.98 seconds for Java; for Python, it takes 0.08 seconds. ","A lightweight framework for generating high-quality code using transformer-based generative models. The framework includes static filter, quality-aware ranker, and prompt engineering techniques to improve code quality and reduce vulnerabilities."
"EVALOOOP: A Self-Consistency-Centered Framework for Assessing Large Language Model Robustness in Programming","https://scispace.com/paper/evalooop-a-self-consistency-centered-framework-for-assessing-5a9kyd7dcrmz","2025","Journal Article","","Fang, Sen
Xu, Bowen","10.48550/arxiv.2505.12185","","Evaluating the programming robustness of large language models (LLMs) is paramount for ensuring their reliability in AI-based software development. However, adversarial attacks exhibit fundamental limitations that compromise fair robustness assessment: they demonstrate contradictory evaluation outcomes where different attack strategies tend to favor different models, and more critically, they operate solely through external perturbations, failing to capture the intrinsic stability essential for autonomous coding agents where subsequent inputs are endogenously generated by the model itself. We introduce EVALOOOP, a novel assessment framework that evaluates robustness from a self-consistency perspective, leveraging the natural duality inherent in software engineering tasks (e.g., code generation and code summarization). EVALOOOP establishes a self-contained feedback loop where an LLM iteratively transforms between code and natural language until functional failure occurs, with robustness quantified by a novel Average Sustainable Loops (ASL) metric-the mean number of iterations maintaining functional correctness across benchmark tasks. This cyclical strategy intrinsically evaluates robustness without relying on external attack configurations, providing a unified metric that reveals how effectively LLMs preserve semantic integrity through sustained self-referential transformations. We evaluate 96 popular LLMs, ranging from 0.5B to 685B parameters, on EVALOOOP equipped with the MBPP Plus benchmark, and found that EVALOOOP typically induces a 2.65%-47.62% absolute drop in pass@1 accuracy within ten loops. Intriguingly, robustness does not always align with initial performance (i.e., one-time query); for instance, Qwen3-235B-A22B-Instruct-2507, despite inferior initial code generation compared to OpenAI's o-series models and DeepSeek-V3, demonstrated the superior robustness (ASL score). ",""
"Generating reliable software project task flows using large language models through prompt engineering and robust evaluation","https://scispace.com/paper/generating-reliable-software-project-task-flows-using-large-pnpjwam8q90a","2025","Journal Article","Dental science reports","Mohammed Sarim
Faraz Masood
Manas Maheshwari
Arman Rasool Faridi
Ali Haider Shamsan
Mohammed Sarim
Faraz Masood
Manas Maheshwari
Arman Rasool Faridi
Ali Haider Shamsan","10.1038/s41598-025-19170-9","","Large Language Models (LLMs) offer promising capabilities for converting unstructured software documentation into structured task flows, yet their outputs often lack procedural reliability critical for software engineering. This paper presents a comprehensive framework that benchmarks five leading LLMs-Gemini 2.5 Pro, Grok 3, GPT-Omni, DeepSeek-R1, and LLaMA-3-across five prompting strategies, including Zero-Shot, Chain-of-Thought, and ISO 21502-Guided, using real-world software tutorials from the ""Build Your Own X"" repository. We introduce the Hybrid Semantic Similarity Metric (HSSM), which combines SentenceTransformer embeddings with context-aware key-term overlap, capturing both semantic fidelity and procedural coherence. Compared to traditional metrics like BERTScore, SBERT, and USE, HSSM demonstrates significantly lower variance (CV: 1.5-2.9%) and stronger correlation with human judgments. Our results show that even minimal prompting (Zero-Shot) can yield highly aligned task flows (HSSM: 96.33%) when evaluated with robust metrics. This work offers a scalable evaluation paradigm for LLM-assisted software planning, with implications for AI-driven project management, prompt engineering, and procedural generation in software education and tooling. ",""
"CodeAssistBench (CAB): Dataset & Benchmarking for Multi-turn Chat-Based Code Assistance","https://scispace.com/paper/codeassistbench-cab-dataset-benchmarking-for-multi-turn-chat-drlahwm7iqnp","2025","Journal Article","arXiv.org","Myeongsoo Kim
Shweta Rao Garg
Baishakhi Ray
Varun Kumar
Anoop Deoras","10.48550/arxiv.2507.10646","","Programming assistants powered by large language models have transformed software development, yet most benchmarks focus narrowly on code generation tasks. Recent efforts like InfiBench and StackEval attempt to address this gap using Stack Overflow data but remain limited to single-turn interactions in isolated contexts, require significant manual curation, and fail to represent complete project environments. We introduce CodeAssistBench (CAB), the first benchmark framework for evaluating multi-turn programming assistance in realistic settings that address real-world questions about actual codebases. Unlike existing programming Q&A benchmarks, CAB automatically generates scalable datasets from question-related GitHub issues using configurable parameters (e.g., repository creation date, star count, programming languages), and includes automatic containerization of codebases for evaluation. It then evaluates models through simulated users in these containerized environments with full codebase access. Using this framework, we constructed a test set of 3,286 real-world programming questions across 231 repositories, spanning seven programming languages and diverse problem domains. Our evaluation of leading LLMs reveals a substantial capability gap: while models perform well on Stack Overflow questions with success rates of 70-83%, they resolve only up to 16.49% of CAB's recent issues. This discrepancy highlights the challenges of providing assistance in complex, project-specific contexts versus answering standalone questions.","CodeAssistBench (CAB) introduces a benchmark framework for multi-turn programming assistance, generating scalable datasets from GitHub issues and evaluating models in realistic, containerized environments, revealing a significant capability gap between LLMs and real-world programming assistance."
"Intent-Driven Code Synthesis: Redefining Software Development with Transformers","https://scispace.com/paper/intent-driven-code-synthesis-redefining-software-development-zjyopg9henbk","2025","Journal Article","","Tejaswini Bollikonda
Monesh Kovi","10.20944/preprints202504.1732.v1","","The future of software development is being redefined by AI-powered assistants capable of generating code from natural language intent. This paper investigates the evolution of transformer-based development models designed to understand plain-text prompts, learn structural programming logic, and produce accurate, executable code across diverse languages. Using benchmarks such as HumanEval, MBPP, CodeXGLUE, and CONCODE, we assess the capabilities and limitations of these models in practical code synthesis scenarios. Beyond boosting developer productivity, we frame this shift as a foundational transformationenabling rapid prototyping, inclusive development for non-programmers, and intelligent integration within the engineering lifecycle. We detail architectural pipelines, IDE and CI/CD deployment strategies, and highlight emerging risks including semantic bugs, licensing conflicts, and trust deficits. Furthermore, we outline validation techniques and governance practices to ensure safe and ethical model usage. This paper presents a comprehensive roadmap for building transparent, adaptive, and trustworthy AI systems that act as collaborative partners in software creationenhancing human ingenuity while maintaining code quality, reliability, and accountability. ","This paper explores transformer-based code synthesis models that generate executable code from natural language intent, assessing their capabilities and limitations through benchmarks, and outlining a roadmap for building trustworthy AI systems in software development."
"A Comparative Featureset Analysis of Agentic IDE Tools","https://scispace.com/paper/a-comparative-featureset-analysis-of-agentic-ide-tools-gb9jd9657kpn","2025","Journal Article","","Mohith Shrivastava","10.20944/preprints202506.0821.v1","","The rapid evolution of Artificial Intelligence (AI) is profoundly reshaping software development practices, with sophisticated Agentic Integrated Development Environment (IDE) tools emerging as pivotal innovations. These tools transcend traditional coding assistance, offering proactive and autonomous capabilities that can significantly enhance developer productivity and workflow efficiency. This paper presents a comprehensive comparative featureset analysis of eight prominent agentic IDE tools as of mid-2025: GitHub Copilot, Cursor, Sourcegraph Cody, Tabnine, Amazon Q Developer, WindSurf (post-acquisition by OpenAI), Augment Code, and Cline. The analysis incorporates an expanded scope, evaluating these tools on their core agentic functionalities and, critically, their provisions for background and remote agent capabilities, which enable more complex and asynchronous task automation. Furthermore, this research investigates the support for the Model Context Protocol (MCP) as a key dimension for extensibility and interoperability. For Cline, particular attention is given to its strengths and operational model as an open-source solution. The findings highlight the diverse approaches to agentic AI in software development, the varying degrees of autonomy and intelligence offered (including asynchronous and remote operations), and the growing importance of standardized protocols like MCP. This research provides an updated snapshot of a dynamic field, offering valuable insights for practitioners, researchers, and decision-makers navigating the evolving landscape of AI-powered software engineering features. ","This study compares eight agentic IDE tools (GitHub Copilot, Cursor, Sourcegraph Cody, etc.) on their core functionalities, background/remote agent capabilities, and Model Context Protocol (MCP) support, highlighting diverse approaches to AI in software development and the importance of standardized protocols."
"Prompts as Software Engineering Artifacts: A Research Agenda and Preliminary Findings","https://scispace.com/paper/prompts-as-software-engineering-artifacts-a-research-agenda-65suqi3kuuot","2025","Repository","","Hugo Villamizar","10.5281/zenodo.15464268","","Developers now routinely interact with large language models (LLMs) to support a range of software engineering (SE) tasks. This prominent role positions prompts as potential SE artifacts that, like other artifacts, may require systematic development, documentation, and maintenance. However, little is known about how prompts are actually used and managed in LLM-integrated workflows, what challenges practitioners face, and whether the benefits of systematic prompt management outweigh the associated effort. To address this gap, we propose a research programme that (a) characterizes current prompt practices, challenges, and influencing factors in SE; (b) analyzes prompts as software artifacts, examining their evolution, traceability, reuse, and the trade-offs of systematic management; and (c) develops and empirically evaluates evidence-based guidelines for managing prompts in LLM-integrated workflows. As a first step, we conducted an exploratory survey with 74 software professionals from six countries to investigate current prompt practices and challenges. The findings reveal that prompt usage in SE is largely ad-hoc: prompts are often refined through trial-and-error, rarely reused, and shaped more by individual heuristics than standardized practices. These insights not only highlight the need for more systematic approaches to prompt management but also provide the empirical foundation for the subsequent stages of our research programme. ","This research agenda explores prompts as software engineering artifacts, investigating current practices, challenges, and influencing factors in LLM-integrated workflows, with preliminary findings revealing ad-hoc prompt usage and a need for systematic management."
"Unseen Horizons: Unveiling the Real Capability of LLM Code Generation
  Beyond the Familiar","https://scispace.com/paper/unseen-horizons-unveiling-the-real-capability-of-llm-code-6gypspwf34e3","2024","Journal Article","","Yuanliang Zhang
Yifan Xie
Shanshan Li
Peng Liu
Chong Wang
Zhouyang Jia
Xiangbing Huang
Jie Song
Chaopeng Luo
Zemin Zheng
Rulin Xu
Yitong Liu
Si Yu Zheng
Xiangke Liao","10.48550/arxiv.2412.08109","","Recently, large language models (LLMs) have shown strong potential in code generation tasks. However, there are still gaps before they can be fully applied in actual software development processes. Accurately assessing the code generation capabilities of large language models has become an important basis for evaluating and improving the models. Some existing works have constructed datasets to evaluate the capabilities of these models. However, the current evaluation process may encounter the illusion of ""Specialist in Familiarity"", primarily due to three gaps: the exposure of target code, case timeliness, and dependency availability. The fundamental reason for these gaps is that the code in current datasets may have been extensively exposed and exercised during the training phase, and due to the continuous training and development of LLM, their timeliness has been severely compromised. The key to solve the problem is to, as much as possible, evaluate the LLMs using code that they have not encountered before. Thus, the fundamental idea in this paper is to draw on the concept of code obfuscation, changing code at different levels while ensuring the functionality and output. To this end, we build a code-obfuscation based benchmark OBFUSEVAL. We first collect 1,354 raw cases from five real-world projects, including function description and code. Then we use three-level strategy (symbol, structure and semantic) to obfuscate descriptions, code and context dependencies. We evaluate four LLMs on OBFU- SEVAL and compared the effectiveness of different obfuscation strategy. We use official test suites of these projects to evaluate the generated code. The results show that after obfuscation, the average decrease ratio of test pass rate can up to 62.5%. ","This study proposes OBFUSEVAL, a code-obfuscation based benchmark to evaluate large language models' (LLMs) code generation capabilities, addressing the ""Specialist in Familiarity"" issue by introducing unseen code, and demonstrates its effectiveness in reducing test pass rates by up to 62.5%."
"TaskEval: Assessing Difficulty of Code Generation Tasks for Large Language Models","https://scispace.com/paper/taskeval-assessing-difficulty-of-code-generation-tasks-for-d51x22l74j6o","2025","Journal Article","ACM Transactions on Software Engineering and Methodology","Florian Tambon
Amin Nikanjam
Cyrine Zid
Foutse Khomh
Giuliano Antoniol","10.1145/3773285","","Large Language Models (LLMs) excel in code-related tasks like code generation, but benchmark evaluations often overlook task characteristics, such as difficulty. Moreover, benchmarks are usually built using tasks described with a single prompt, despite the formulation of prompts having a profound impact on the outcome. This paper introduces a generalist approach, TaskEval, a framework using diverse prompts and Item Response Theory (IRT) to efficiently assess LLMs’ capabilities and benchmark task characteristics, improving the understanding of their performance. Using two code generation benchmarks, HumanEval + and ClassEval , as well as 8 code generation LLMs, we show that TaskEval is capable of characterising the properties of tasks. Using topic analysis, we identify and analyse the tasks of 17 and 21 topics within the benchmarks. We also cross-analyse tasks’ characteristics with programming constructs (e.g., variable assignment, conditions, etc.) used by LLMs, emphasising some patterns with tasks’ difficulty. Finally, we conduct a comparison between the difficulty assessment of tasks by human annotators and LLMs. Orthogonal to current benchmarking evaluation efforts, TaskEval can assist researchers and practitioners in fostering better assessments of LLMs. The tasks’ characteristics can be used to identify shortcomings within existing benchmarks or improve the evaluation of LLMs. ",""
"AthenaLLM: Supporting Experiments with Large Language Models in Software Development","https://scispace.com/paper/athenallm-supporting-experiments-with-large-language-models-1x0np3ug6v","2024","Journal Article","","Benedito de Oliveira
Fernando Castor","10.1145/3643916.3644437","","Existing studies on the use of Large Language Models (LLMs) in software development leverage methodologies that limit their scalability and require intensive manual data collection and analysis, for example, due to the use of video data or think-aloud protocols. We propose the use of a specialized tool capable of automatically collecting fine-grained, relevant data during experiments and case studies. It enables researchers to understand for example how often participants accept or reject suggestions made by LLMs and what kinds of prompts are more likely to trigger accepted suggestions, even in studies targeting a large number of participants. We implement this idea as a Visual Studio Code plugin named AthenaLLM 1. It mimics the functionalities of GitHub Copilot and offers seamless integration with OpenAI API models like GPT-4 and GPT-3.5, and compatibility with other models providing an OpenAI-compatible API, e.g., Vicuna [6]. It automatically collects data at a fine level of granularity and covers both the interactions of developers with their IDE, e.g., all changes made in the code, and the products of such interactions, e.g., the generated code, when accepted. Thus, the proposed approach also reduces bias that the experimental process itself may introduce, e.g., due to the need for participants to verbalize their thoughts. In this paper we discuss how AthenaLLM could enable researchers to go both broader (in terms of number of participants) and deeper (in terms of the kinds of research questions that can be tackled). ","AthenaLLM is a tool that automates data collection for experiments with LLMs in software development, reducing bias and enabling researchers to go broader and deeper."
"Lessons from Building CodeBuddy: A Contextualized AI Coding Assistant","https://scispace.com/paper/lessons-from-building-codebuddy-a-contextualized-ai-coding-1hhh90v5si","2023","Journal Article","arXiv.org","Gustavo Pinto
Cleidson de Souza
Joao Batista Neto
Alberto de Souza
Tarc'isio Gotto
Edward Monteiro","10.48550/arxiv.2311.18450","","With their exceptional natural language processing capabilities, tools based on Large Language Models (LLMs) like ChatGPT and Co-Pilot have swiftly become indispensable resources in the software developer's toolkit. While recent studies suggest the potential productivity gains these tools can unlock, users still encounter drawbacks, such as generic or incorrect answers. Additionally, the pursuit of improved responses often leads to extensive prompt engineering efforts, diverting valuable time from writing code that delivers actual value. To address these challenges, a new breed of tools, built atop LLMs, is emerging. These tools aim to mitigate drawbacks by employing techniques like fine-tuning or enriching user prompts with contextualized information. In this paper, we delve into the lessons learned by a software development team venturing into the creation of such a contextualized LLM-based application, using retrieval-based techniques, called CodeBuddy. Over a four-month period, the team, despite lacking prior professional experience in LLM-based applications, built the product from scratch. Following the initial product release, we engaged with the development team responsible for the code generative components. Through interviews and analysis of the application's issue tracker, we uncover various intriguing challenges that teams working on LLM-based applications might encounter. For instance, we found three main group of lessons: LLM-based lessons, User-based lessons, and Technical lessons. By understanding these lessons, software development teams could become better prepared to build LLM-based applications.","This paper delves into the lessons learned by a software development team venturing into the creation of such a contextualized LLM-based application, using retrieval-based techniques, called CodeBuddy, and finds three main group of lessons:LLM- based lessons, User-based lessons, and Technical lessons."
"CodeScope: An Execution-based Multilingual Multitask Multidimensional Benchmark for Evaluating LLMs on Code Understanding and Generation","https://scispace.com/paper/codescope-an-execution-based-multilingual-multitask-1cewc2fk85","2023","Journal Article","arXiv.org","Weixiang Yan
Haitian Liu
Yunkun Wang
Yunzhe Li
Qian Chen
Wen Wang
Tingyu Lin
Weishan Zhao
Li Zhu
Shuiguang Deng
Hari Sundaram","10.48550/arxiv.2311.08588","","Large Language Models (LLMs) have demonstrated remarkable performance on coding related tasks, particularly on assisting humans in programming and facilitating programming automation. However, existing benchmarks for evaluating the code understanding and generation capacities of LLMs suffer from severe limitations. First, most benchmarks are deficient as they focus on a narrow range of popular programming languages and specific tasks, whereas the real-world software development scenarios show dire need to implement systems with multilingual programming environments to satisfy diverse requirements. Practical programming practices also strongly expect multi-task settings for testing coding capabilities of LLMs comprehensively and robustly. Second, most benchmarks also fail to consider the actual executability and the consistency of execution results of the generated code. To bridge these gaps between existing benchmarks and expectations from practical applications, we introduce CodeScope, an execution-based, multilingual, multi-task, multi-dimensional evaluation benchmark for comprehensively gauging LLM capabilities on coding tasks. CodeScope covers 43 programming languages and 8 coding tasks. It evaluates the coding performance of LLMs from three dimensions (perspectives): difficulty, efficiency, and length. To facilitate execution-based evaluations of code generation, we develop MultiCodeEngine, an automated code execution engine that supports 14 programming languages. Finally, we systematically evaluate and analyze 8 mainstream LLMs on CodeScope tasks and demonstrate the superior breadth and challenges of CodeScope for evaluating LLMs on code understanding and generation tasks compared to other benchmarks. The CodeScope benchmark and datasets are publicly available at https://github.com/WeixiangYAN/CodeScope.","This work introduces CodeScope, an execution-based, multilingual, multi-task,Multi-dimensional evaluation benchmark for comprehensively gauging LLM capabilities on coding tasks, and develops MultiCodeEngine, an automated code execution engine that supports 14 programming languages."
"Examining the Use and Impact of an AI Code Assistant on Developer
  Productivity and Experience in the Enterprise","https://scispace.com/paper/examining-the-use-and-impact-of-an-ai-code-assistant-on-h8zoxpuj7u3e","2024","Journal Article","","Justin D. Weisz
Santhi Kumar
Michael Müller
Karen-Ellen Browne
Arielle Goldberg
Ellice Heintze
S. P. Bajpai","10.48550/arxiv.2412.06603","","AI assistants are being created to help software engineers conduct a variety of coding-related tasks, such as writing, documenting, and testing code. We describe the use of the watsonx Code Assistant (WCA), an LLM-powered coding assistant deployed internally within IBM. Through surveys of two user cohorts (N=669) and unmoderated usability testing (N=15), we examined developers' experiences with WCA and its impact on their productivity. We learned about their motivations for using (or not using) WCA, we examined their expectations of its speed and quality, and we identified new considerations regarding ownership of and responsibility for generated code. Our case study characterizes the impact of an LLM-powered assistant on developers' perceptions of productivity and it shows that although such tools do often provide net productivity increases, these benefits may not always be experienced by all users. ","This study examines the use and impact of an AI code assistant, Watsonx Code Assistant, on developer productivity and experience in an enterprise setting, revealing mixed results on productivity benefits and highlighting concerns over code ownership and responsibility."
"Enhancing Human-IDE Interaction in the SDLC using LLM-based Mediator Agents","https://scispace.com/paper/enhancing-human-ide-interaction-in-the-sdlc-using-llm-based-ydon4sgi0afb","2025","Journal Article","","Z. Li
Maliheh Izadi","10.1145/3696630.3728721","","Large Language Model (LLM)-based autonomous agents provide state-of-the-art performance in various tasks throughout the Software Development Lifecycle (SDLC). Although these agents can be integrated into Integrated Development Environments (IDEs), standalone applications impose cognitive burdens on programmers due to fragmented tool usage across the SDLC. This paper proposes a framework for a mediator agent that serves as the unified interface between the programmer, IDE tools, agentic tools, and external multi-agent systems. The framework aims to simplify interaction, reduce context switching, and automate the orchestration of the IDE tools. By aligning with proposed levels of SE automation, the mediator agent sets the stage for next-generation human-computer collaboration, enhancing productivity, and advancing software engineering automation.","This paper proposes a mediator agent framework to simplify human-IDE interaction in the SDLC, reducing cognitive burdens and automating tool orchestration, thereby enhancing productivity and advancing software engineering automation through next-generation human-computer collaboration."
"CodeHalu: Investigating Code Hallucinations in LLMs via Execution-based Verification","https://scispace.com/paper/codehalu-investigating-code-hallucinations-in-llms-via-mdq6x7p4mqiq","2025","Proceedings Article","Proceedings of the ... AAAI Conference on Artificial Intelligence","Yuchen Tian
Weixiang Yan
Qian Yang
Xuandong Zhao
Qian Chen
Wen Wang
Ziyang Luo
Lei Ma
Dawn Song","10.1609/aaai.v39i24.34717","","Large Language Models (LLMs) have made significant progress in code generation, offering developers groundbreaking automated programming support. However, LLMs often generate code that is syntactically correct and even semantically plausible, but may not execute as expected or fulfill specified requirements. This phenomenon of hallucinations in the code domain has not been systematically explored. To advance the community's understanding and research on this issue, we introduce the concept of code hallucinations and propose a classification method for code hallucination based on execution verification. We categorize code hallucinations into four main types: mapping, naming, resource, and logic hallucinations, with each category further divided into different subcategories to understand and address the unique challenges faced by LLMs in code generation with finer granularity. Additionally, we present a dynamic detection algorithm called CodeHalu designed to detect and quantify code hallucinations. We also introduce the CodeHaluEval benchmark, which includes 8,883 samples from 699 tasks, to systematically and quantitatively evaluate code hallucinations. By evaluating 17 popular LLMs using this benchmark, we reveal significant differences in their accuracy and reliability in code generation, offering detailed insights for further improving the code generation capabilities of LLMs. ","Researchers introduce CodeHalu, a framework to detect and quantify code hallucinations in Large Language Models (LLMs), categorizing hallucinations into four types and proposing a dynamic detection algorithm, revealing significant differences in LLMs' code generation accuracy and reliability."
"Towards standardized evaluation of developer-assistance tools","https://scispace.com/paper/towards-standardized-evaluation-of-developer-assistance-2m8nuc38fr","2014","Proceedings Article","","Sebastian Proksch
Sven Amann
Mira Mezini","10.1145/2593822.2593827","","Over the last years, researchers proposed a variety of assistance tools to support developers in their development environments. Many of the respective publications introduce new evaluation strategies or use custom datasets. Size and quality of the performed evaluations differ. Additionally, the strategies often use metrics that are tailored to the respective tools. As a result, comparing different assistance tools is very difficult. In this work, we present a framework for the standardized evaluation of assistance tools, on the example of code recommenders. The framework combines different ideas and demands from previous work. Furthermore, we discuss how the community could jointly realize the framework.","This work presents a framework for the standardized evaluation of assistance tools, on the example of code recommenders, which combines different ideas and demands from previous work and discusses how the community could jointly realize the framework."
